GEO.id,GEO.id2,GEO.display-label,HC01_VC03,HC02_VC03,HC03_VC03,HC04_VC03,HC01_VC04,HC02_VC04,HC03_VC04,HC04_VC04,HC01_VC05,HC02_VC05,HC03_VC05,HC04_VC05,HC01_VC07,HC02_VC07,HC03_VC07,HC04_VC07,HC01_VC08,HC02_VC08,HC03_VC08,HC04_VC08,HC01_VC09,HC02_VC09,HC03_VC09,HC04_VC09,HC01_VC10,HC02_VC10,HC03_VC10,HC04_VC10,HC01_VC11,HC02_VC11,HC03_VC11,HC04_VC11,HC01_VC12,HC02_VC12,HC03_VC12,HC04_VC12,HC01_VC13,HC02_VC13,HC03_VC13,HC04_VC13,HC01_VC14,HC02_VC14,HC03_VC14,HC04_VC14,HC01_VC15,HC02_VC15,HC03_VC15,HC04_VC15,HC01_VC16,HC02_VC16,HC03_VC16,HC04_VC16,HC01_VC17,HC02_VC17,HC03_VC17,HC04_VC17,HC01_VC18,HC02_VC18,HC03_VC18,HC04_VC18,HC01_VC19,HC02_VC19,HC03_VC19,HC04_VC19,HC01_VC21,HC02_VC21,HC03_VC21,HC04_VC21,HC01_VC23,HC02_VC23,HC03_VC23,HC04_VC23,HC01_VC24,HC02_VC24,HC03_VC24,HC04_VC24,HC01_VC25,HC02_VC25,HC03_VC25,HC04_VC25,HC01_VC26,HC02_VC26,HC03_VC26,HC04_VC26,HC01_VC28,HC02_VC28,HC03_VC28,HC04_VC28,HC01_VC29,HC02_VC29,HC03_VC29,HC04_VC29,HC01_VC30,HC02_VC30,HC03_VC30,HC04_VC30,HC01_VC32,HC02_VC32,HC03_VC32,HC04_VC32,HC01_VC33,HC02_VC33,HC03_VC33,HC04_VC33,HC01_VC34,HC02_VC34,HC03_VC34,HC04_VC34,HC01_VC38,HC02_VC38,HC03_VC38,HC04_VC38,HC01_VC39,HC02_VC39,HC03_VC39,HC04_VC39,HC01_VC40,HC02_VC40,HC03_VC40,HC04_VC40,HC01_VC42,HC02_VC42,HC03_VC42,HC04_VC42,HC01_VC43,HC02_VC43,HC03_VC43,HC04_VC43,HC01_VC44,HC02_VC44,HC03_VC44,HC04_VC44,HC01_VC45,HC02_VC45,HC03_VC45,HC04_VC45,HC01_VC46,HC02_VC46,HC03_VC46,HC04_VC46,HC01_VC47,HC02_VC47,HC03_VC47,HC04_VC47,HC01_VC48,HC02_VC48,HC03_VC48,HC04_VC48,HC01_VC49,HC02_VC49,HC03_VC49,HC04_VC49,HC01_VC50,HC02_VC50,HC03_VC50,HC04_VC50,HC01_VC51,HC02_VC51,HC03_VC51,HC04_VC51,HC01_VC52,HC02_VC52,HC03_VC52,HC04_VC52,HC01_VC53,HC02_VC53,HC03_VC53,HC04_VC53,HC01_VC54,HC02_VC54,HC03_VC54,HC04_VC54,HC01_VC55,HC02_VC55,HC03_VC55,HC04_VC55,HC01_VC56,HC02_VC56,HC03_VC56,HC04_VC56,HC01_VC57,HC02_VC57,HC03_VC57,HC04_VC57,HC01_VC58,HC02_VC58,HC03_VC58,HC04_VC58,HC01_VC59,HC02_VC59,HC03_VC59,HC04_VC59,HC01_VC60,HC02_VC60,HC03_VC60,HC04_VC60,HC01_VC61,HC02_VC61,HC03_VC61,HC04_VC61,HC01_VC62,HC02_VC62,HC03_VC62,HC04_VC62,HC01_VC63,HC02_VC63,HC03_VC63,HC04_VC63,HC01_VC64,HC02_VC64,HC03_VC64,HC04_VC64,HC01_VC65,HC02_VC65,HC03_VC65,HC04_VC65,HC01_VC66,HC02_VC66,HC03_VC66,HC04_VC66,HC01_VC67,HC02_VC67,HC03_VC67,HC04_VC67,HC01_VC68,HC02_VC68,HC03_VC68,HC04_VC68,HC01_VC71,HC02_VC71,HC03_VC71,HC04_VC71,HC01_VC72,HC02_VC72,HC03_VC72,HC04_VC72,HC01_VC73,HC02_VC73,HC03_VC73,HC04_VC73,HC01_VC74,HC02_VC74,HC03_VC74,HC04_VC74,HC01_VC75,HC02_VC75,HC03_VC75,HC04_VC75,HC01_VC76,HC02_VC76,HC03_VC76,HC04_VC76,HC01_VC77,HC02_VC77,HC03_VC77,HC04_VC77,HC01_VC81,HC02_VC81,HC03_VC81,HC04_VC81,HC01_VC82,HC02_VC82,HC03_VC82,HC04_VC82,HC01_VC83,HC02_VC83,HC03_VC83,HC04_VC83,HC01_VC84,HC02_VC84,HC03_VC84,HC04_VC84,HC01_VC85,HC02_VC85,HC03_VC85,HC04_VC85,HC01_VC86,HC02_VC86,HC03_VC86,HC04_VC86,HC01_VC87,HC02_VC87,HC03_VC87,HC04_VC87,HC01_VC88,HC02_VC88,HC03_VC88,HC04_VC88,HC01_VC89,HC02_VC89,HC03_VC89,HC04_VC89,HC01_VC90,HC02_VC90,HC03_VC90,HC04_VC90,HC01_VC91,HC02_VC91,HC03_VC91,HC04_VC91,HC01_VC92,HC02_VC92,HC03_VC92,HC04_VC92,HC01_VC93,HC02_VC93,HC03_VC93,HC04_VC93,HC01_VC94,HC02_VC94,HC03_VC94,HC04_VC94,HC01_VC95,HC02_VC95,HC03_VC95,HC04_VC95,HC01_VC96,HC02_VC96,HC03_VC96,HC04_VC96,HC01_VC98,HC02_VC98,HC03_VC98,HC04_VC98
0500000US48215,48215,"Hidalgo County, Texas",780087,*****,780087,(X),379865,766,48.7,0.1,400222,766,51.3,0.1,74637,291,9.6,0.1,81934,3682,10.5,0.5,70503,3694,9.0,0.5,70008,797,9.0,0.1,56863,683,7.3,0.1,108105,498,13.9,0.1,103255,714,13.2,0.1,80501,557,10.3,0.1,31762,2310,4.1,0.3,29375,2349,3.8,0.3,40156,315,5.1,0.1,25171,1326,3.2,0.2,7817,1319,1.0,0.2,28.3,0.2,(X),(X),509812,529,65.4,0.1,470483,1935,60.3,0.2,90180,2302,11.6,0.3,73144,471,9.4,0.1,509812,529,509812,(X),242186,530,47.5,0.1,267626,261,52.5,0.1,73144,471,73144,(X),32780,250,44.8,0.2,40364,303,55.2,0.2,780087,*****,780087,(X),773483,2143,99.2,0.3,6604,2143,0.8,0.3,773483,2143,99.2,0.3,675973,9951,86.7,1.3,4248,804,0.5,0.1,3145,2201,0.4,0.3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,8501,929,1.1,0.1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,294,0.0,0.1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,81616,9319,10.5,1.2,6604,2143,0.8,0.3,814,755,0.1,0.1,509,416,0.1,0.1,290,208,0.0,0.1,0,294,0.0,0.1,780087,*****,780087,(X),682267,9891,87.5,1.3,5267,1201,0.7,0.2,3716,2255,0.5,0.3,9039,941,1.2,0.1,N,N,N,N,86292,9325,11.1,1.2,780087,*****,780087,(X),707327,*****,90.7,*****,690722,3808,88.5,0.5,1825,1509,0.2,0.2,1118,960,0.1,0.1,13662,3293,1.8,0.4,72760,*****,9.3,*****,60527,589,7.8,0.1,3010,190,0.4,0.1,696,191,0.1,0.1,7513,252,1.0,0.1,0,294,0.0,0.1,70,128,0.0,0.1,944,657,0.1,0.1,368,589,0.0,0.1,576,346,0.1,0.1,248989,406,(X),(X)
0500000US48231,48231,"Hunt County, Texas",86353,*****,86353,(X),42064,822,48.7,1.0,44289,822,51.3,1.0,6116,818,7.1,0.9,6028,897,7.0,1.0,6042,1017,7.0,1.2,5944,894,6.9,1.0,5571,1213,6.5,1.4,10477,610,12.1,0.7,9968,722,11.5,0.8,13648,969,15.8,1.1,5090,802,5.9,0.9,5474,707,6.3,0.8,6859,297,7.9,0.3,3688,613,4.3,0.7,1448,478,1.7,0.6,38.1,1.3,(X),(X),64707,277,74.9,0.3,61196,945,70.9,1.1,14321,719,16.6,0.8,11995,406,13.9,0.5,64707,277,64707,(X),31350,384,48.4,0.5,33357,353,51.6,0.5,11995,406,11995,(X),5452,295,45.5,1.9,6543,319,54.5,1.9,86353,*****,86353,(X),84710,552,98.1,0.6,1643,552,1.9,0.6,84710,552,98.1,0.6,71084,1582,82.3,1.8,7980,515,9.2,0.6,276,248,0.3,0.3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,264,272,0.3,0.3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,26,46,0.0,0.1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5080,1511,5.9,1.7,1643,552,1.9,0.6,332,317,0.4,0.4,904,248,1.0,0.3,0,294,0.0,0.2,0,294,0.0,0.2,86353,*****,86353,(X),72704,1572,84.2,1.8,8401,307,9.7,0.4,1203,41,1.4,0.1,353,314,0.4,0.4,N,N,N,N,5320,1590,6.2,1.8,86353,*****,86353,(X),11937,*****,13.8,*****,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,74416,*****,86.2,*****,64273,266,74.4,0.3,7931,538,9.2,0.6,276,248,0.3,0.3,264,272,0.3,0.3,26,46,0.0,0.1,227,287,0.3,0.3,1419,525,1.6,0.6,34,59,0.0,0.1,1385,519,1.6,0.6,36742,563,(X),(X)
0500000US48245,48245,"Jefferson County, Texas",252390,*****,252390,(X),129202,591,51.2,0.2,123188,591,48.8,0.2,17174,405,6.8,0.2,16676,1815,6.6,0.7,15101,1804,6.0,0.7,19147,1047,7.6,0.4,20007,1103,7.9,0.4,34769,1049,13.8,0.4,31383,559,12.4,0.2,37221,464,14.7,0.2,15789,1470,6.3,0.6,12956,1386,5.1,0.5,16384,367,6.5,0.1,11376,825,4.5,0.3,4407,759,1.7,0.3,36.2,0.3,(X),(X),192192,220,76.1,0.1,181449,1224,71.9,0.5,40034,1254,15.9,0.5,32167,335,12.7,0.1,192192,220,192192,(X),98405,396,51.2,0.2,93787,379,48.8,0.2,32167,335,32167,(X),13505,183,42.0,0.3,18662,211,58.0,0.3,252390,*****,252390,(X),245785,2168,97.4,0.9,6605,2168,2.6,0.9,245785,2168,97.4,0.9,138713,2747,55.0,1.1,84019,1257,33.3,0.5,797,290,0.3,0.1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,8470,737,3.4,0.3,596,485,0.2,0.2,389,323,0.2,0.1,1241,917,0.5,0.4,84,124,0.0,0.1,698,936,0.3,0.4,4298,1611,1.7,0.6,1164,720,0.5,0.3,535,760,0.2,0.3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,13251,3144,5.3,1.2,6605,2168,2.6,0.9,1876,1177,0.7,0.5,561,306,0.2,0.1,807,662,0.3,0.3,0,294,0.0,0.1,252390,*****,252390,(X),144000,3382,57.1,1.3,87238,1308,34.6,0.5,1760,406,0.7,0.2,9848,577,3.9,0.2,N,N,N,N,16045,2758,6.4,1.1,252390,*****,252390,(X),43194,*****,17.1,*****,36798,2262,14.6,0.9,692,502,0.3,0.2,379,386,0.2,0.2,5325,2198,2.1,0.9,209196,*****,82.9,*****,112514,294,44.6,0.1,83887,1252,33.2,0.5,744,292,0.3,0.1,8226,697,3.3,0.3,535,760,0.2,0.3,0,294,0.0,0.1,3290,1213,1.3,0.5,0,294,0.0,0.1,3290,1213,1.3,0.5,104757,2260,(X),(X)
0500000US48251,48251,"Johnson County, Texas",151211,*****,151211,(X),76855,888,50.8,0.6,74356,888,49.2,0.6,10630,35,7.0,0.1,11358,1675,7.5,1.1,11836,1710,7.8,1.1,11165,540,7.4,0.4,8773,792,5.8,0.5,19041,775,12.6,0.5,20756,734,13.7,0.5,22620,899,15.0,0.6,10827,969,7.2,0.6,6196,935,4.1,0.6,11131,715,7.4,0.5,6055,444,4.0,0.3,823,577,0.5,0.4,36.3,0.4,(X),(X),110329,375,73.0,0.2,104531,661,69.1,0.4,21461,925,14.2,0.6,18009,721,11.9,0.5,110329,375,110329,(X),55420,857,50.2,0.7,54909,769,49.8,0.7,18009,721,18009,(X),8110,622,45.0,2.7,9899,574,55.0,2.7,151211,*****,151211,(X),147691,1069,97.7,0.7,3520,1069,2.3,0.7,147691,1069,97.7,0.7,139562,1589,92.3,1.1,2633,756,1.7,0.5,653,650,0.4,0.4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,888,271,0.6,0.2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,757,996,0.5,0.7,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,3198,1491,2.1,1.0,3520,1069,2.3,0.7,1547,471,1.0,0.3,409,300,0.3,0.2,298,241,0.2,0.2,0,294,0.0,0.1,151211,*****,151211,(X),142972,1636,94.6,1.1,4363,1063,2.9,0.7,1764,314,1.2,0.2,1690,509,1.1,0.3,N,N,N,N,3762,1519,2.5,1.0,151211,*****,151211,(X),27593,*****,18.2,*****,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,123618,*****,81.8,*****,115700,119,76.5,0.1,2633,756,1.7,0.5,653,650,0.4,0.4,888,271,0.6,0.2,757,996,0.5,0.7,35,70,0.0,0.1,2952,846,2.0,0.6,179,180,0.1,0.1,2773,819,1.8,0.5,56832,742,(X),(X)
0500000US48257,48257,"Kaufman County, Texas",103927,*****,103927,(X),51603,540,49.7,0.5,52324,540,50.3,0.5,7785,154,7.5,0.1,9160,931,8.8,0.9,7832,925,7.5,0.9,8099,755,7.8,0.7,5255,690,5.1,0.7,12828,883,12.3,0.8,15829,1036,15.2,1.0,14940,875,14.4,0.8,5954,959,5.7,0.9,5819,863,5.6,0.8,6062,430,5.8,0.4,3219,559,3.1,0.5,1145,437,1.1,0.4,35.7,0.7,(X),(X),74075,301,71.3,0.3,70010,903,67.4,0.9,13349,908,12.8,0.9,10426,544,10.0,0.5,74075,301,74075,(X),36326,471,49.0,0.5,37749,376,51.0,0.5,10426,544,10426,(X),4821,450,46.2,2.9,5605,343,53.8,2.9,103927,*****,103927,(X),102191,887,98.3,0.9,1736,887,1.7,0.9,102191,887,98.3,0.9,88130,1377,84.8,1.3,11199,641,10.8,0.6,0,294,0.0,0.2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1069,61,1.0,0.1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,294,0.0,0.2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1793,1259,1.7,1.2,1736,887,1.7,0.9,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,103927,*****,103927,(X),89664,1383,86.3,1.3,12334,194,11.9,0.2,340,300,0.3,0.3,1266,273,1.2,0.3,N,N,N,N,2220,1355,2.1,1.3,103927,*****,103927,(X),17791,*****,17.1,*****,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,86136,*****,82.9,*****,72706,294,70.0,0.2,11118,643,10.7,0.6,0,294,0.0,0.2,1069,61,1.0,0.1,0,294,0.0,0.2,0,294,0.0,0.2,1243,645,1.2,0.6,0,294,0.0,0.2,1243,645,1.2,0.6,38360,222,(X),(X)
0500000US48291,48291,"Liberty County, Texas",75868,*****,75868,(X),37542,624,49.5,0.8,38326,624,50.5,0.8,5505,759,7.3,1.0,5942,857,7.8,1.1,4743,825,6.3,1.1,4958,716,6.5,0.9,5420,563,7.1,0.7,10134,830,13.4,1.1,10631,1221,14.0,1.6,11049,795,14.6,1.0,5148,906,6.8,1.2,4310,839,5.7,1.1,4768,317,6.3,0.4,2470,365,3.3,0.5,790,389,1.0,0.5,36.4,1.2,(X),(X),56407,109,74.3,0.1,53977,662,71.1,0.9,9905,585,13.1,0.8,8028,319,10.6,0.4,56407,109,56407,(X),27499,284,48.8,0.5,28908,269,51.2,0.5,8028,319,8028,(X),3764,247,46.9,1.9,4264,183,53.1,1.9,75868,*****,75868,(X),74967,485,98.8,0.6,901,485,1.2,0.6,74967,485,98.8,0.6,61306,1924,80.8,2.5,8604,340,11.3,0.4,241,220,0.3,0.3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,187,276,0.2,0.4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,57,94,0.1,0.1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4572,1724,6.0,2.3,901,485,1.2,0.6,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,75868,*****,75868,(X),62150,1732,81.9,2.3,8762,238,11.5,0.3,722,182,1.0,0.2,N,N,N,N,N,N,N,N,4891,1904,6.4,2.5,75868,*****,75868,(X),13764,*****,18.1,*****,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,62104,*****,81.9,*****,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,28811,438,(X),(X)
0500000US48303,48303,"Lubbock County, Texas",280237,*****,280237,(X),139311,486,49.7,0.2,140926,486,50.3,0.2,20297,391,7.2,0.1,18246,1763,6.5,0.6,18832,1847,6.7,0.7,26837,2139,9.6,0.8,31066,1935,11.1,0.7,40955,805,14.6,0.3,30858,802,11.0,0.3,34414,793,12.3,0.3,15048,1331,5.4,0.5,12702,1347,4.5,0.5,16615,456,5.9,0.2,10650,807,3.8,0.3,3717,634,1.3,0.2,30.3,0.2,(X),(X),212253,144,75.7,0.1,189270,2403,67.5,0.9,38386,1182,13.7,0.4,30982,368,11.1,0.1,212253,144,212253,(X),104374,319,49.2,0.1,107879,299,50.8,0.1,30982,368,30982,(X),13242,305,42.7,0.6,17740,168,57.3,0.6,280237,*****,280237,(X),272735,1612,97.3,0.6,7502,1612,2.7,0.6,272735,1612,97.3,0.6,218880,5241,78.1,1.9,20517,1133,7.3,0.4,1164,491,0.4,0.2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,6433,428,2.3,0.2,529,575,0.2,0.2,2281,785,0.8,0.3,1750,1124,0.6,0.4,226,227,0.1,0.1,428,331,0.2,0.1,247,250,0.1,0.1,972,670,0.3,0.2,216,294,0.1,0.1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,25525,5169,9.1,1.8,7502,1612,2.7,0.6,2324,902,0.8,0.3,1323,567,0.5,0.2,669,473,0.2,0.2,65,110,0.0,0.1,280237,*****,280237,(X),225861,5068,80.6,1.8,23558,1171,8.4,0.4,2997,568,1.1,0.2,7349,573,2.6,0.2,N,N,N,N,28516,5546,10.2,2.0,280237,*****,280237,(X),89865,*****,32.1,*****,77449,3014,27.6,1.1,530,423,0.2,0.2,0,294,0.0,0.1,11886,3063,4.2,1.1,190372,*****,67.9,*****,160483,92,57.3,0.1,19193,974,6.8,0.3,750,397,0.3,0.1,6061,275,2.2,0.1,216,294,0.1,0.1,368,567,0.1,0.2,3301,966,1.2,0.3,149,174,0.1,0.1,3152,937,1.1,0.3,115293,1228,(X),(X)
0500000US48309,48309,"McLennan County, Texas",236028,*****,236028,(X),114204,392,48.4,0.2,121824,392,51.6,0.2,16949,375,7.2,0.2,16415,1431,7.0,0.6,16405,1462,7.0,0.6,21097,1026,8.9,0.4,23317,963,9.9,0.4,30353,681,12.9,0.3,26649,555,11.3,0.2,30321,560,12.8,0.2,13683,1416,5.8,0.6,11439,1394,4.8,0.6,15330,513,6.5,0.2,9267,1002,3.9,0.4,4803,863,2.0,0.4,32.7,0.5,(X),(X),176009,183,74.6,0.1,159763,1913,67.7,0.8,36191,1071,15.3,0.5,29400,324,12.5,0.1,176009,183,176009,(X),83770,382,47.6,0.2,92239,290,52.4,0.2,29400,324,29400,(X),12464,185,42.4,0.5,16936,264,57.6,0.5,236028,*****,236028,(X),232826,948,98.6,0.4,3202,948,1.4,0.4,232826,948,98.6,0.4,186760,2287,79.1,1.0,35665,1017,15.1,0.4,1447,506,0.6,0.2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,3214,497,1.4,0.2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,294,0.0,0.1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5740,1996,2.4,0.8,3202,948,1.4,0.4,1133,653,0.5,0.3,192,252,0.1,0.1,621,497,0.3,0.2,76,103,0.0,0.1,236028,*****,236028,(X),189572,2444,80.3,1.0,37157,721,15.7,0.3,1948,577,0.8,0.2,4028,268,1.7,0.1,N,N,N,N,6687,2136,2.8,0.9,236028,*****,236028,(X),56070,*****,23.8,*****,52082,1876,22.1,0.8,1787,1333,0.8,0.6,145,166,0.1,0.1,2056,1407,0.9,0.6,179958,*****,76.2,*****,138910,25,58.9,0.1,34642,712,14.7,0.3,1172,252,0.5,0.1,3214,497,1.4,0.2,0,294,0.0,0.1,0,294,0.0,0.1,2020,872,0.9,0.4,14,25,0.0,0.1,2006,871,0.8,0.4,95273,971,(X),(X)
0500000US48329,48329,"Midland County, Texas",136975,*****,136975,(X),66742,791,48.7,0.6,70233,791,51.3,0.6,10692,521,7.8,0.4,9465,1342,6.9,1.0,11017,1722,8.0,1.3,10806,1066,7.9,0.8,10171,934,7.4,0.7,19014,1001,13.9,0.7,16706,849,12.2,0.6,19155,467,14.0,0.3,8709,1045,6.4,0.8,6357,1076,4.6,0.8,7424,395,5.4,0.3,6078,597,4.4,0.4,1381,474,1.0,0.3,33.6,0.6,(X),(X),99654,192,72.8,0.1,92002,1465,67.2,1.1,18100,924,13.2,0.7,14883,336,10.9,0.2,99654,192,99654,(X),47690,409,47.9,0.4,51964,395,52.1,0.4,14883,336,14883,(X),6159,195,41.4,1.2,8724,295,58.6,1.2,136975,*****,136975,(X),135080,1301,98.6,0.9,1895,1301,1.4,0.9,135080,1301,98.6,0.9,117916,2430,86.1,1.8,9111,281,6.7,0.2,607,259,0.4,0.2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1910,294,1.4,0.1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,294,0.0,0.1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5536,1947,4.0,1.4,1895,1301,1.4,0.9,855,1180,0.6,0.9,451,318,0.3,0.2,0,294,0.0,0.1,0,294,0.0,0.1,136975,*****,136975,(X),119601,1844,87.3,1.3,10130,1150,7.4,0.8,1104,185,0.8,0.1,1910,294,1.4,0.1,N,N,N,N,6125,2007,4.5,1.5,136975,*****,136975,(X),51847,*****,37.9,*****,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,85128,*****,62.1,*****,72793,115,53.1,0.1,9111,281,6.7,0.2,607,259,0.4,0.2,1910,294,1.4,0.1,0,294,0.0,0.1,0,294,0.0,0.1,707,379,0.5,0.3,94,115,0.1,0.1,613,368,0.4,0.3,54428,850,(X),(X)
0500000US48339,48339,"Montgomery County, Texas",459018,*****,459018,(X),226837,355,49.4,0.1,232181,355,50.6,0.1,33410,*****,7.3,*****,35555,2536,7.7,0.6,36660,2603,8.0,0.6,32383,659,7.1,0.1,25792,862,5.6,0.2,58597,704,12.8,0.2,65817,509,14.3,0.1,69556,370,15.2,0.1,27667,1990,6.0,0.4,25938,1976,5.7,0.4,29071,664,6.3,0.1,13422,1073,2.9,0.2,5150,1019,1.1,0.2,36.2,0.2,(X),(X),332273,*****,72.4,*****,315739,1185,68.8,0.3,60409,1521,13.2,0.3,47643,260,10.4,0.1,332273,*****,332273,(X),162741,*****,49.0,*****,169532,*****,51.0,*****,47643,260,47643,(X),21255,133,44.6,0.3,26388,230,55.4,0.3,459018,*****,459018,(X),445520,2464,97.1,0.5,13498,2464,2.9,0.5,445520,2464,97.1,0.5,403936,5283,88.0,1.2,13973,2371,3.0,0.5,3270,1409,0.7,0.3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,10242,549,2.2,0.1,3036,1207,0.7,0.3,2437,955,0.5,0.2,1771,1272,0.4,0.3,280,299,0.1,0.1,930,663,0.2,0.1,941,671,0.2,0.1,847,361,0.2,0.1,157,202,0.0,0.1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,13942,5258,3.0,1.1,13498,2464,2.9,0.5,886,470,0.2,0.1,8700,2180,1.9,0.5,1195,541,0.3,0.1,0,294,0.0,0.1,459018,*****,459018,(X),417316,5852,90.9,1.3,15380,2460,3.4,0.5,12484,2119,2.7,0.5,11868,353,2.6,0.1,N,N,N,N,15831,5038,3.4,1.1,459018,*****,459018,(X),96004,*****,20.9,*****,75317,3990,16.4,0.9,1291,737,0.3,0.2,994,739,0.2,0.2,18402,3866,4.0,0.8,363014,*****,79.1,*****,326329,517,71.1,0.1,12732,1994,2.8,0.4,1926,1085,0.4,0.2,10004,579,2.2,0.1,157,202,0.0,0.1,431,352,0.1,0.1,11435,2174,2.5,0.5,314,325,0.1,0.1,11121,2182,2.4,0.5,178405,514,(X),(X)
0500000US48355,48355,"Nueces County, Texas",340480,*****,340480,(X),167183,741,49.1,0.2,173297,741,50.9,0.2,24341,578,7.1,0.2,24274,2409,7.1,0.7,25664,2466,7.5,0.7,23859,458,7.0,0.1,24709,839,7.3,0.2,46826,1169,13.8,0.3,41669,840,12.2,0.2,48302,840,14.2,0.2,19721,1764,5.8,0.5,20532,1791,6.0,0.5,22120,478,6.5,0.1,13393,1111,3.9,0.3,5070,1065,1.5,0.3,35.1,0.3,(X),(X),252025,151,74.0,0.1,237625,1342,69.8,0.4,53171,1704,15.6,0.5,40583,475,11.9,0.1,252025,151,252025,(X),121685,316,48.3,0.1,130340,260,51.7,0.1,40583,475,40583,(X),17497,400,43.1,0.7,23086,319,56.9,0.7,340480,*****,340480,(X),331189,2518,97.3,0.7,9291,2518,2.7,0.7,331189,2518,97.3,0.7,295419,4004,86.8,1.2,13609,1095,4.0,0.3,888,467,0.3,0.1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5333,744,1.6,0.2,518,543,0.2,0.2,901,663,0.3,0.2,2513,1086,0.7,0.3,71,119,0.0,0.1,392,287,0.1,0.1,337,317,0.1,0.1,601,668,0.2,0.2,375,633,0.1,0.2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,15565,3489,4.6,1.0,9291,2518,2.7,0.7,1716,1207,0.5,0.4,2874,1333,0.8,0.4,1266,971,0.4,0.3,57,92,0.0,0.1,340480,*****,340480,(X),304120,3812,89.3,1.1,15643,1316,4.6,0.4,4188,1437,1.2,0.4,7092,528,2.1,0.2,N,N,N,N,18533,3493,5.4,1.0,340480,*****,340480,(X),207058,*****,60.8,*****,189885,4242,55.8,1.2,2102,1550,0.6,0.5,959,872,0.3,0.3,14112,4059,4.1,1.2,133422,*****,39.2,*****,111755,121,32.8,0.1,12394,695,3.6,0.2,393,300,0.1,0.1,5333,744,1.6,0.2,114,196,0.0,0.1,71,121,0.0,0.1,3362,888,1.0,0.3,51,79,0.0,0.1,3311,881,1.0,0.3,141205,802,(X),(X)
