GEO.display-label,GEO.id,HC01_VC85,HD01_VD01,HC01_VC73,HC01_VC72,HC01_VC74,HC01_VC75,HC01_VC156,HC01_VC76,GEO.id2,HD02_VD01,HC01_VC38,HC01_VC77
"Ashtabula County, Ohio",0500000US39007,38751,114800,5426,96854,765,876,0,0,39007,7345,101429,562
"Belmont County, Ohio",0500000US39013,38548,86500,3721,67017,0,289,0,0,39013,5461,70319,0
"Butler County, Ohio",0500000US39017,54541,157800,31902,324192,2805,10356,0,0,39017,4729,368630,5633
"Clark County, Ohio",0500000US39023,39580,102000,14640,120343,944,1298,0,0,39023,6406,138193,3657
"Clermont County, Ohio",0500000US39025,56952,153000,3468,192765,1124,2606,0,0,39025,5926,197604,0
"Columbiana County, Ohio",0500000US39029,35909,92100,2952,104129,232,806,0,0,39029,5376,107800,766
"Cuyahoga County, Ohio",0500000US39035,41347,132200,397566,848561,9408,39708,0,768,39035,2372,1278208,16581
"Delaware County, Ohio",0500000US39041,85146,245900,7089,159723,249,9390,0,0,39041,7974,175250,378
"Erie County, Ohio",0500000US39043,42246,134100,8077,70111,509,572,0,0,39043,11352,77070,443
"Fairfield County, Ohio",0500000US39045,55981,167400,10382,135924,866,2819,0,0,39045,4817,146351,0
"Franklin County, Ohio",0500000US39049,47557,155000,269893,847667,9738,52441,0,1396,39049,2383,1165897,20264
"Geauga County, Ohio",0500000US39055,61236,226300,1469,92012,574,1027,0,0,39055,8581,93408,0
"Greene County, Ohio",0500000US39057,51048,155200,13685,143010,1200,5705,0,0,39057,6468,161605,1559
"Hamilton County, Ohio",0500000US39061,46236,149400,218161,570692,7178,20626,0,1358,39061,3158,802252,7585
"Hancock County, Ohio",0500000US39063,50150,131600,1848,71213,0,1613,0,0,39063,10532,74727,563
"Jefferson County, Ohio",0500000US39081,36008,85500,5201,65034,401,568,0,0,39081,5775,69614,0
"Lake County, Ohio",0500000US39085,52685,152600,9662,215630,890,3208,0,0,39085,5077,230101,3215
"Licking County, Ohio",0500000US39089,51132,155100,7417,158719,1471,1681,0,0,39089,4736,166701,434
"Lorain County, Ohio",0500000US39093,50200,144000,32443,261811,4040,4626,0,0,39093,3634,301449,9777
"Lucas County, Ohio",0500000US39095,38773,115400,92516,340917,3206,8656,0,808,39095,2816,441468,8810
"Mahoning County, Ohio",0500000US39099,37847,96600,40415,195495,767,2351,0,0,39099,3766,238310,2237
"Marion County, Ohio",0500000US39101,38824,94800,4443,61666,420,0,0,0,39101,7563,66482,691
"Medina County, Ohio",0500000US39103,63543,185900,2785,167141,820,2073,0,0,39103,4645,172592,1439
"Miami County, Ohio",0500000US39109,49222,135200,3076,97702,0,1444,0,0,39109,6019,102461,516
"Montgomery County, Ohio",0500000US39113,40618,115200,119771,405619,5263,12488,0,0,39113,2890,535059,6655
"Muskingum County, Ohio",0500000US39119,40894,103100,4789,82260,859,473,0,201,39119,6081,86142,402
"Portage County, Ohio",0500000US39133,49244,155900,8420,151073,1360,3084,0,0,39133,6704,161386,1065
"Richland County, Ohio",0500000US39139,41572,106300,14203,111081,0,0,0,0,39139,5832,124177,764
"Ross County, Ohio",0500000US39141,40811,117300,5262,72948,821,0,0,0,39141,9876,78090,817
"Scioto County, Ohio",0500000US39145,36859,91700,2743,76016,1145,493,0,0,39145,7264,79506,817
"Stark County, Ohio",0500000US39151,42664,123700,34113,342055,2735,3630,0,0,39151,3055,375321,2013
"Summit County, Ohio",0500000US39153,45593,141700,85372,450417,5019,13198,0,0,39153,3175,541565,2703
"Trumbull County, Ohio",0500000US39155,40153,101000,19841,189920,1165,1369,0,0,39155,4569,209936,526
"Tuscarawas County, Ohio",0500000US39157,38882,111600,1480,90796,0,408,0,0,39157,6023,92542,0
"Warren County, Ohio",0500000US39165,66499,186800,8161,195754,1186,9684,0,0,39165,5536,213192,805
"Wayne County, Ohio",0500000US39169,46288,139000,2053,111364,715,1530,0,0,39169,4291,114505,265
"Wood County, Ohio",0500000US39173,47485,149500,4101,118358,386,2603,0,0,39173,7924,125502,2581
"Canadian County, Oklahoma",0500000US40017,56072,135600,3500,101504,9239,4607,0,0,40017,4659,116237,3413
"Cleveland County, Oklahoma",0500000US40027,50967,135100,14917,221427,20851,11764,0,353,40027,4616,256895,6435
"Comanche County, Oklahoma",0500000US40031,43817,114200,25487,89586,11826,4619,0,986,40031,6215,125368,4059
"Creek County, Oklahoma",0500000US40037,40640,108700,2316,63211,11356,0,0,0,40037,5767,70133,1149
"Muskogee County, Oklahoma",0500000US40101,39910,90100,9332,53689,17120,413,0,0,40101,7506,71110,0
"Oklahoma County, Oklahoma",0500000US40109,42564,124100,125399,528473,56549,25620,0,1851,40109,3020,721178,34806
"Payne County, Oklahoma",0500000US40119,35488,137000,3844,68896,6747,3192,0,0,40119,11553,77448,0
"Pottawatomie County, Oklahoma",0500000US40125,36795,91700,2575,59556,13149,340,0,0,40125,10139,69608,400
"Rogers County, Oklahoma",0500000US40131,56176,145000,505,72841,18175,1197,0,0,40131,8644,86988,693
"Tulsa County, Oklahoma",0500000US40143,43836,135000,73929,472153,58637,17094,0,735,40143,3023,605418,22484
"Wagoner County, Oklahoma",0500000US40145,57884,136300,3174,63471,12465,310,0,0,40145,6345,73349,869
"Benton County, Oregon",0500000US41003,45913,255900,1124,79103,1412,5767,0,0,41003,15684,85575,552
"Clackamas County, Oregon",0500000US41005,57298,307400,5233,350271,6473,18494,0,2322,41005,9854,376891,8283
"Deschutes County, Oregon",0500000US41017,44680,260700,909,149505,2837,2457,0,622,41017,18197,157894,4969
"Douglas County, Oregon",0500000US41019,36510,172200,0,103892,4283,1584,0,0,41019,7149,107638,718
"Jackson County, Oregon",0500000US41029,40177,236200,2473,194559,5882,4477,0,1265,41029,10165,203462,4366
"Josephine County, Oregon",0500000US41033,36626,219200,595,79538,2458,1402,0,917,41033,17861,82807,982
"Klamath County, Oregon",0500000US41035,37660,163500,356,59547,4367,870,0,0,41035,8418,64723,1866
"Lane County, Oregon",0500000US41039,40276,229400,6058,328951,10534,12377,0,1418,41039,5800,351983,8474
"Linn County, Oregon",0500000US41043,42900,180600,1257,109371,3248,1818,0,0,41043,8731,116910,3820
"Marion County, Oregon",0500000US41047,44570,199300,6003,263063,10659,8990,0,3534,41047,5662,316096,38077
"Multnomah County, Oregon",0500000US41051,48043,275300,51598,598187,15753,60451,0,6275,41051,4865,737902,34502
"Polk County, Oregon",0500000US41053,48809,228300,1005,68324,2633,2118,0,808,41053,14143,75625,2755
"Umatilla County, Oregon",0500000US41059,44107,150700,1271,71558,2857,976,0,389,41059,9621,76079,2542
"Washington County, Oregon",0500000US41067,60489,288200,13667,426120,10533,55988,0,4753,41067,5502,531744,45696
"Yamhill County, Oregon",0500000US41071,50297,216200,1145,86879,2754,2374,0,720,41071,12894,99391,8463
"Adams County, Pennsylvania",0500000US42001,55652,203100,3135,96585,0,483,0,0,42001,8016,101485,2599
"Allegheny County, Pennsylvania",0500000US42003,47505,119000,176629,1019759,9760,39810,0,1371,42003,1993,1223583,6057
"Armstrong County, Pennsylvania",0500000US42005,43695,90200,999,67881,303,288,0,0,42005,6470,68839,0
"Beaver County, Pennsylvania",0500000US42007,43898,115700,13169,159032,1026,985,0,0,42007,4366,170567,759
"Berks County, Pennsylvania",0500000US42011,51759,175700,23259,354080,2229,6192,0,243,42011,5291,411850,34382
"Blair County, Pennsylvania",0500000US42013,42990,105400,2571,123546,789,922,0,0,42013,7008,127031,515
"Bucks County, Pennsylvania",0500000US42017,70999,308500,26825,569759,3245,27325,0,0,42017,5961,625472,7166
"Butler County, Pennsylvania",0500000US42019,54256,163600,2638,179665,593,2543,0,0,42019,4870,184059,672
"Cambria County, Pennsylvania",0500000US42021,41220,86200,6417,136478,284,1021,0,0,42021,2552,143498,662
"Carbon County, Pennsylvania",0500000US42025,50332,145000,963,63548,0,902,0,0,42025,13452,65220,0
"Centre County, Pennsylvania",0500000US42027,44746,192100,5383,139848,819,8981,0,0,42027,11906,154127,1592
"Chester County, Pennsylvania",0500000US42029,84284,330500,34807,444134,2526,21844,0,0,42029,5544,499797,5818
"Clearfield County, Pennsylvania",0500000US42033,36331,90800,3000,78896,0,530,0,0,42033,5408,81562,195
"Columbia County, Pennsylvania",0500000US42037,42086,132400,1243,65174,300,1079,0,0,42037,9412,67268,160
"Crawford County, Pennsylvania",0500000US42039,38321,102900,2115,86567,400,556,0,0,42039,5943,88657,310
"Cumberland County, Pennsylvania",0500000US42041,56209,177200,10619,217858,1039,8567,0,0,42041,5876,235861,3985
"Dauphin County, Pennsylvania",0500000US42043,52177,160600,53242,206131,1155,9742,0,1202,42043,3892,268220,4556
"Delaware County, Pennsylvania",0500000US42045,59125,243400,115911,417595,3208,29682,0,628,42045,7075,559276,4460
"Erie County, Pennsylvania",0500000US42049,42519,117500,23691,252807,1767,4323,0,0,42049,4438,280686,2963
"Fayette County, Pennsylvania",0500000US42051,35750,84200,8413,130017,580,0,0,0,42051,4187,136446,551
"Franklin County, Pennsylvania",0500000US42055,49514,182400,5997,142849,362,2277,0,0,42055,5957,149834,1745
"Indiana County, Pennsylvania",0500000US42063,41162,108000,2660,84929,452,892,0,0,42063,6910,88847,425
"Lackawanna County, Pennsylvania",0500000US42069,42185,144900,6659,202224,715,4435,0,0,42069,5042,214367,2823
"Lancaster County, Pennsylvania",0500000US42071,51740,187400,24779,476661,2684,11551,0,411,42071,4292,520156,13180
"Lawrence County, Pennsylvania",0500000US42073,38192,99500,4466,85946,332,0,0,0,42073,5535,90968,666
"Lebanon County, Pennsylvania",0500000US42075,51436,165300,3327,123341,614,1826,0,0,42075,5018,133688,7814
"Lehigh County, Pennsylvania",0500000US42077,51729,208900,27596,295886,3003,12160,0,0,42077,7018,350106,21088
"Luzerne County, Pennsylvania",0500000US42079,41898,118800,13085,300467,2165,4110,0,0,42079,4408,320795,5337
"Lycoming County, Pennsylvania",0500000US42081,41037,127000,6457,109695,533,850,0,0,42081,7988,116143,766
"Mercer County, Pennsylvania",0500000US42085,40398,98700,7830,108976,850,933,0,0,42085,6592,116558,251
"Monroe County, Pennsylvania",0500000US42089,54549,202300,26299,137778,805,4285,0,0,42089,9508,169896,3661
"Montgomery County, Pennsylvania",0500000US42091,75448,295300,77569,669396,4139,57287,0,445,42091,3611,801052,6466
"Northampton County, Pennsylvania",0500000US42095,56729,222200,20136,266475,1508,8546,0,0,42095,6983,298101,9287
"Northumberland County, Pennsylvania",0500000US42097,35394,100300,1823,91989,0,602,0,0,42097,7414,94366,842
"Philadelphia County, Pennsylvania",0500000US42101,34400,142800,694113,662156,12454,103565,0,2160,42101,3311,1528306,94672
"Schuylkill County, Pennsylvania",0500000US42107,40265,96700,5190,141396,733,934,0,0,42107,6224,148228,1227
"Somerset County, Pennsylvania",0500000US42111,39978,93300,1889,75701,1044,285,0,0,42111,3922,77626,434
"Washington County, Pennsylvania",0500000US42125,47615,140600,8948,197756,939,1688,0,0,42125,7592,207875,921
"Westmoreland County, Pennsylvania",0500000US42129,46361,135900,11365,352758,1270,3450,0,0,42129,4686,365012,1519
"York County, Pennsylvania",0500000US42133,56368,185500,27900,395770,2463,6776,0,745,42133,4367,435490,13943
"Kent County, Rhode Island",0500000US44003,53954,224800,3406,157880,1340,4247,0,0,44003,5498,166103,2139
"Newport County, Rhode Island",0500000US44005,75397,354600,3717,76604,1372,1973,0,0,44005,19926,82852,841
"Providence County, Rhode Island",0500000US44007,45915,233600,67435,476365,7568,26598,0,0,44007,3774,627070,71268
"Washington County, Rhode Island",0500000US44009,70161,342300,2242,120720,1557,2771,0,0,44009,13839,127008,1600
"Aiken County, South Carolina",0500000US45003,42377,130700,41426,114873,1363,1876,0,0,45003,7785,160565,3328
"Anderson County, South Carolina",0500000US45007,36770,113500,31990,153299,1145,1717,0,443,45007,6434,187269,1751
"Beaufort County, South Carolina",0500000US45013,56960,269700,32775,120275,1480,2728,0,0,45013,15614,162989,8583
"Berkeley County, South Carolina",0500000US45015,49427,149400,47790,123384,2061,5753,0,0,45015,7859,178783,5075
"Charleston County, South Carolina",0500000US45019,46324,242400,107071,234239,2862,5983,0,1513,45019,7348,351482,7782
"Darlington County, South Carolina",0500000US45031,32385,87100,28897,39977,402,0,0,0,45031,6688,68617,0
"Dorchester County, South Carolina",0500000US45035,50908,162900,38523,98858,2074,3047,0,0,45035,8330,137476,532
"Florence County, South Carolina",0500000US45041,38872,111900,59536,76821,1136,1851,0,0,45041,10281,137088,240
"Greenville County, South Carolina",0500000US45045,45185,155900,86837,355177,3210,11005,0,0,45045,4514,452859,8012
"Greenwood County, South Carolina",0500000US45047,30808,104900,21998,44863,0,0,0,0,45047,11725,69703,2447
"Horry County, South Carolina",0500000US45051,41568,161300,37923,218964,2778,3871,0,0,45051,5012,270430,10709
"Lancaster County, South Carolina",0500000US45057,35634,147000,19235,57083,264,486,0,0,45057,12273,76889,0
"Laurens County, South Carolina",0500000US45059,36265,73300,17045,48305,852,0,0,0,45059,7649,66500,1011
"Lexington County, South Carolina",0500000US45063,51594,140000,40291,220207,2177,5117,0,0,45063,4738,263406,2168
"Oconee County, South Carolina",0500000US45073,42848,129700,6217,67629,441,539,0,0,45073,14735,74359,0
"Orangeburg County, South Carolina",0500000US45075,31979,88100,58720,32664,768,236,0,0,45075,6624,92346,0
"Pickens County, South Carolina",0500000US45077,39280,126900,8534,108270,768,2465,0,0,45077,9355,119217,1357
"Richland County, South Carolina",0500000US45079,45925,145700,181286,192046,3060,10084,0,703,45079,3882,385745,7016
"Spartanburg County, South Carolina",0500000US45083,41850,128000,61331,215747,1670,6487,0,331,45083,5264,284713,5137
"Sumter County, South Carolina",0500000US45085,36457,107900,52429,54040,328,1595,0,0,45085,12147,107570,656
"York County, South Carolina",0500000US45091,50797,166600,45127,179687,3999,4291,0,0,45091,5788,226971,845
"Minnehaha County, South Dakota",0500000US46099,49243,151400,8009,152914,5406,3055,0,0,46099,5169,169987,3197
"Pennington County, South Dakota",0500000US46103,45704,152200,2109,89555,13048,724,0,0,46103,6396,101348,1629
"Anderson County, Tennessee",0500000US47001,48310,136600,4237,69966,604,964,0,0,47001,9602,75160,0
"Blount County, Tennessee",0500000US47009,40846,155300,5608,116174,929,1126,0,0,47009,6758,123119,0
"Bradley County, Tennessee",0500000US47011,36978,131700,4855,92271,524,1020,0,0,47011,11082,99078,836
"Davidson County, Tennessee",0500000US47037,43616,172500,180875,407088,5656,23327,0,0,47037,3433,628133,28908
"Greene County, Tennessee",0500000US47059,35196,104600,2271,66790,0,0,0,0,47059,11816,68797,0
"Hamilton County, Tennessee",0500000US47065,43935,152100,70983,255327,2922,6819,0,0,47065,5969,337294,5851
"Knox County, Tennessee",0500000US47093,43610,153400,43107,380323,3942,9633,0,0,47093,4615,433108,3370
"Madison County, Tennessee",0500000US47113,40438,113300,36849,60625,871,699,0,0,47113,7920,98395,0
"Maury County, Tennessee",0500000US47119,45435,134400,11320,70162,1101,0,0,0,47119,11514,81141,1259
"Montgomery County, Tennessee",0500000US47125,46703,142000,37222,132408,2806,5078,0,471,47125,7065,173307,2429
"Putnam County, Tennessee",0500000US47141,32983,131500,0,68899,0,2276,0,0,47141,12962,72564,1156
"Robertson County, Tennessee",0500000US47147,51687,146900,5675,60014,582,758,0,0,47147,5671,66469,0
"Rutherford County, Tennessee",0500000US47149,51489,154200,36194,214947,3046,9294,0,0,47149,5029,263740,3371
"Sevier County, Tennessee",0500000US47155,40402,155400,1488,87152,0,0,0,0,47155,12856,90072,1023
"Shelby County, Tennessee",0500000US47157,43990,136800,492835,392991,5929,24254,0,312,47157,3447,929030,27450
"Sullivan County, Tennessee",0500000US47163,34590,119000,4976,150812,1313,545,0,0,47163,5960,156794,1919
"Sumner County, Tennessee",0500000US47165,47110,174500,11439,147075,1496,2106,0,0,47165,9305,161250,1831
"Washington County, Tennessee",0500000US47179,42213,152200,6010,116670,571,1773,0,0,47179,8024,123338,0
"Williamson County, Tennessee",0500000US47187,80533,324500,8923,168042,872,7110,0,0,47187,14470,184035,2442
"Wilson County, Tennessee",0500000US47189,55343,188800,8669,104068,294,1589,0,0,47189,13825,114537,943
"Angelina County, Texas",0500000US48005,37775,84800,13391,69533,659,0,0,0,48005,7437,86953,4483
"Bastrop County, Texas",0500000US48021,49880,125700,7247,61313,1100,582,0,0,48021,10480,74403,4866
"Bell County, Texas",0500000US48027,50175,115200,73934,222709,4974,12923,0,2867,48027,5267,313000,11793
"Bexar County, Texas",0500000US48029,47921,125300,139839,1340491,23830,54626,0,4458,48029,2966,1723780,206621
"Bowie County, Texas",0500000US48037,43760,93900,26068,64711,1036,863,0,0,48037,5071,92723,1497
"Brazoria County, Texas",0500000US48039,64633,146700,41886,244758,3049,19115,0,0,48039,5845,314494,13342
"Brazos County, Texas",0500000US48041,35407,138800,23073,152511,1241,11292,0,0,48041,7095,195693,12225
"Cameron County, Texas",0500000US48061,31736,75400,2331,382018,783,3574,0,0,48061,3354,408054,22291
"Collin County, Texas",0500000US48085,77090,203700,72364,606118,10106,97621,0,1020,48085,4860,788407,26462
"Comal County, Texas",0500000US48091,62735,205300,2386,102774,1142,794,0,0,48091,17906,109382,4096
"Coryell County, Texas",0500000US48099,48794,95800,13356,58947,1416,2195,0,0,48099,6694,75645,1954
"Dallas County, Texas",0500000US48113,46860,129300,548749,1396900,30947,131732,0,4009,48113,2620,2377351,329259
"Denton County, Texas",0500000US48121,67892,179800,61608,551991,10512,50098,0,970,48121,5102,667053,19493
"Ector County, Texas",0500000US48135,42282,88000,8666,120064,2882,649,0,0,48135,6579,137145,9682
"Ellis County, Texas",0500000US48139,58063,135200,14178,127341,3930,2121,0,0,48139,4706,150462,6799
"El Paso County, Texas",0500000US48141,36015,108200,29182,644202,7705,11810,0,1582,48141,3011,804338,126972
"Fort Bend County, Texas",0500000US48157,76269,176100,132610,329135,3613,106304,0,796,48157,5215,590350,29457
"Galveston County, Texas",0500000US48167,58324,149500,43440,237131,1298,10131,0,0,48167,6454,292607,6722
"Grayson County, Texas",0500000US48181,45577,104600,7887,105308,2970,1466,0,0,48181,9276,121145,8210
"Gregg County, Texas",0500000US48183,40348,121200,25226,88293,1458,1635,0,0,48183,10611,121854,6128
"Guadalupe County, Texas",0500000US48187,59801,149500,10319,114129,657,3117,0,519,48187,9566,132431,7298
"Harris County, Texas",0500000US48201,50422,132500,798109,2621841,35144,278435,0,5383,48201,1618,4110771,443381
"Harrison County, Texas",0500000US48203,47801,115000,15148,49509,0,466,0,0,48203,11934,65766,916
"Hays County, Texas",0500000US48209,57332,178500,6322,127586,2087,2617,0,0,48209,8008,158312,23501
"Henderson County, Texas",0500000US48213,36570,94300,5631,71692,1078,0,0,0,48213,10360,78647,903
"Hidalgo County, Texas",0500000US48215,33732,80400,5267,682267,3716,9039,0,0,48215,2334,780087,86292
"Hunt County, Texas",0500000US48231,40218,97600,8401,72704,1203,353,0,0,48231,11307,86353,5320
"Jefferson County, Texas",0500000US48245,38553,93900,87238,144000,1760,9848,0,0,48245,3486,252390,16045
"Johnson County, Texas",0500000US48251,52275,107500,4363,142972,1764,1690,0,0,48251,7600,151211,3762
"Kaufman County, Texas",0500000US48257,57790,132200,12334,89664,340,1266,0,0,48257,10435,103927,2220
"Liberty County, Texas",0500000US48291,48608,86100,8762,62150,722,0,0,0,48291,8329,75868,4891
"Lubbock County, Texas",0500000US48303,42241,109300,23558,225861,2997,7349,0,0,48303,3931,280237,28516
"McLennan County, Texas",0500000US48309,39143,109000,37157,189572,1948,4028,0,0,48309,5568,236028,6687
"Midland County, Texas",0500000US48329,53170,151000,10130,119601,1104,1910,0,0,48329,11204,136975,6125
"Montgomery County, Texas",0500000US48339,65196,159800,15380,417316,12484,11868,0,0,48339,5658,459018,15831
"Nueces County, Texas",0500000US48355,41992,112700,15643,304120,4188,7092,0,0,48355,4660,340480,18533
"Orange County, Texas",0500000US48361,44763,81900,7422,72438,777,990,0,0,48361,8123,81930,1217
"Parker County, Texas",0500000US48367,54712,148700,3296,110068,0,0,0,0,48367,9189,117283,2923
"Potter County, Texas",0500000US48375,35003,84800,13167,99063,1978,5287,0,0,48375,9422,121446,5063
"Randall County, Texas",0500000US48381,58096,136200,2874,111875,2808,2464,0,459,48381,6961,121208,4972
"Rockwall County, Texas",0500000US48397,80209,198500,4001,70194,704,2456,0,1203,48397,9379,79003,1741
"San Patricio County, Texas",0500000US48409,45940,88200,1976,60462,306,787,0,0,48409,7687,64586,2193
"Smith County, Texas",0500000US48423,43209,118800,39747,164920,1386,3293,0,0,48423,5328,210512,4666
"Tarrant County, Texas",0500000US48439,52385,137100,286064,1286522,18663,96949,0,1786,48439,1924,1817658,173204
"Taylor County, Texas",0500000US48441,41704,98100,11343,115208,2189,2774,0,0,48441,5433,131896,6547
"Tom Green County, Texas",0500000US48451,38043,94400,5485,97921,773,1845,0,0,48451,8129,110679,6956
"Travis County, Texas",0500000US48453,51743,214100,95201,770400,11263,68633,0,2033,48453,6110,1030806,111977
"Victoria County, Texas",0500000US48469,48341,111100,6600,75143,2623,1066,0,0,48469,10506,86878,5804
"Walker County, Texas",0500000US48471,35806,131100,15721,49977,448,755,0,0,48471,21695,68185,2289
"Webb County, Texas",0500000US48479,35770,109900,380,236972,1082,2638,0,0,48479,5834,251632,12285
"Wichita County, Texas",0500000US48485,38689,86900,14653,110681,1874,3416,0,0,48485,3990,131685,3001
"Williamson County, Texas",0500000US48491,65140,175100,30224,368673,3955,25747,0,724,48491,4233,426645,12567
"Cache County, Utah",0500000US49005,46956,190200,901,104626,1251,2848,0,0,49005,5565,113417,5621
"Davis County, Utah",0500000US49011,64360,226200,5587,287416,3236,10300,0,707,49011,3661,307856,9345
"Salt Lake County, Utah",0500000US49035,56711,236200,21202,912745,15120,42437,0,22001,49035,3352,1033910,48860
"Utah County, Utah",0500000US49049,54275,224200,4672,484358,6556,10795,0,8026,49049,4230,520049,20015
"Washington County, Utah",0500000US49053,49058,217400,1091,131049,2174,1637,0,1685,49053,10414,138451,3018
"Weber County, Utah",0500000US49057,53569,179000,4422,204968,3039,4624,0,1188,49057,6677,232228,19782
"Chittenden County, Vermont",0500000US50007,55764,271800,4320,147995,1101,5482,0,0,50007,7321,156705,930
"Albemarle County, Virginia",0500000US51003,59499,337200,11104,83571,0,5120,0,0,51003,30528,99150,1133
"Arlington County, Virginia",0500000US51013,94986,587800,20412,154042,2116,23346,0,1251,51013,16935,209457,17946
"Augusta County, Virginia",0500000US51015,49903,201100,3957,69850,0,0,0,0,51015,13439,74192,0
"Bedford County, Virginia",0500000US51019,49002,194300,4019,63633,444,1058,0,0,51019,16223,68735,0
"Chesterfield County, Virginia",0500000US51041,69149,237400,73090,230623,3281,12523,0,0,51041,5024,317102,4505
"Fairfax County, Virginia",0500000US51059,103010,462000,109931,718072,11270,214440,0,3297,51059,6395,1086743,69300
"Fauquier County, Virginia",0500000US51061,85614,349400,6616,55823,0,958,0,0,51061,20895,62971,0
"Frederick County, Virginia",0500000US51069,63331,240900,4344,73718,0,1175,0,0,51069,19726,78511,0
"Hanover County, Virginia",0500000US51085,71891,275000,9966,86698,604,1771,0,0,51085,8752,99948,2516
"Henrico County, Virginia",0500000US51087,59202,228400,95324,191484,2456,22163,0,0,51087,5590,307435,2529
"James City County, Virginia",0500000US51095,74706,347300,9457,55556,665,1931,0,0,51095,16565,67237,433
"Loudoun County, Virginia",0500000US51107,119540,447100,26080,230231,2115,53531,0,2851,51107,12816,315134,17947
"Montgomery County, Virginia",0500000US51121,40685,188200,4446,84336,0,6236,0,0,51121,20504,94531,0
"Prince William County, Virginia",0500000US51153,92655,316600,91226,257858,3489,37820,0,617,51153,7647,406110,36289
"Roanoke County, Virginia",0500000US51161,57212,209100,5209,84352,599,2765,0,0,51161,9271,92389,0
"Rockingham County, Virginia",0500000US51165,48243,194100,1802,73499,572,0,0,0,51165,12322,76413,0
"Spotsylvania County, Virginia",0500000US51177,72217,253400,20642,92647,0,4159,0,0,51177,13754,122853,6675
"Stafford County, Virginia",0500000US51179,94317,300100,24701,93039,1435,5186,0,0,51179,11530,129745,8446
"York County, Virginia",0500000US51199,79120,321200,9783,53146,620,3823,0,0,51199,12325,65467,868
"Alexandria city, Virginia",0500000US51510,77793,504200,32714,93516,1556,10506,0,0,51510,30239,140912,8393
"Chesapeake city, Virginia",0500000US51550,68955,262200,70404,144162,2385,9015,0,0,51550,9833,222986,2193
"Hampton city, Virginia",0500000US51650,51275,203700,71451,62010,1227,4328,0,0,51650,9741,137381,1762
"Lynchburg city, Virginia",0500000US51680,35156,145100,24341,50621,557,2283,0,0,51680,10843,75686,647
"Newport News city, Virginia",0500000US51700,50937,205100,75917,97842,3100,7235,0,2530,51700,6981,180712,4590
"Norfolk city, Virginia",0500000US51710,41613,216300,111097,122682,2504,10357,0,1340,51710,7773,243135,3071
"Portsmouth city, Virginia",0500000US51740,43674,185000,52543,40710,1329,1521,0,0,51740,9088,95696,1771
"Richmond city, Virginia",0500000US51760,39608,209200,106073,93716,3404,5892,0,0,51760,11647,204389,2354
"Roanoke city, Virginia",0500000US51770,37472,145800,29315,66312,727,2012,0,0,51770,6048,96967,736
"Suffolk city, Virginia",0500000US51800,69294,252400,39023,44880,464,1969,0,0,51800,14616,84906,0
"Virginia Beach city, Virginia",0500000US51810,64212,275100,94151,320903,4800,32954,0,2482,51810,5405,439172,6356
"Benton County, Washington",0500000US53005,59766,177500,3252,146517,3400,6364,0,0,53005,7018,176455,21144
"Chelan County, Washington",0500000US53007,46515,265300,396,67610,1449,1012,0,706,53007,22566,72735,3227
"Clallam County, Washington",0500000US53009,38841,239800,1071,64807,4976,1570,0,277,53009,11758,71515,1005
"Clark County, Washington",0500000US53011,54924,233000,12929,381619,8361,23228,0,5091,53011,4366,427044,13871
"Cowlitz County, Washington",0500000US53015,41054,194200,809,96295,4228,2897,0,0,53015,14477,102501,2627
"Franklin County, Washington",0500000US53021,51457,155100,2293,46461,1154,2549,0,0,53021,5231,79223,29097
"Grant County, Washington",0500000US53025,42337,171000,2647,67493,2490,1382,0,0,53025,18511,89744,18560
"Grays Harbor County, Washington",0500000US53027,40019,162200,1133,64233,4822,1516,0,312,53027,10009,72882,3791
"Island County, Washington",0500000US53029,54839,294000,2786,71115,2369,4715,0,732,53029,17337,78681,1241
"King County, Washington",0500000US53033,66174,385600,145991,1432553,40204,330812,0,23808,53033,4032,1937961,68545
"Kitsap County, Washington",0500000US53035,56303,268000,10352,221303,7480,18912,0,3355,53035,9744,251809,6480
"Lewis County, Washington",0500000US53041,38643,190500,787,71547,2421,1109,0,0,53041,15852,75487,3531
"Pierce County, Washington",0500000US53053,56510,252000,75372,647109,22158,67876,0,18471,53053,4446,795628,23691
"Skagit County, Washington",0500000US53057,55458,278600,1132,107039,3878,3072,0,897,53057,11705,117102,4584
"Snohomish County, Washington",0500000US53061,63188,307700,26759,601292,21591,77215,0,6800,53061,3857,715470,17728
"Spokane County, Washington",0500000US53063,47039,187000,14197,436604,13974,16887,0,1500,53063,5047,472147,7091
"Thurston County, Washington",0500000US53067,61011,250200,10936,223403,7640,17677,0,3478,53067,7131,253087,5178
"Whatcom County, Washington",0500000US53073,49938,284100,3228,182375,7687,10155,0,1143,53073,9518,201628,4864
"Yakima County, Washington",0500000US53077,40648,160300,3376,189065,13844,3753,0,823,53077,6624,244485,44485
"Berkeley County, West Virginia",0500000US54003,50724,173000,8645,95673,1047,1282,0,677,54003,9894,104641,1593
"Cabell County, West Virginia",0500000US54011,36153,104600,5769,90720,1425,1131,0,0,54011,9196,96378,0
"Harrison County, West Virginia",0500000US54033,40589,105700,1516,67382,1043,0,0,0,54033,13989,69233,0
"Kanawha County, West Virginia",0500000US54039,43474,98300,10781,181662,9414,2831,0,0,54039,5601,192976,498
